run_id,model,skill_id,original_name,definition,canonical_id,canonical_name,review_status,reviewer_note
b2_cot_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run1,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run10,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run2,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run3,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run4,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S01,Subtract numerators,Subtract the numerators of fractions with identical denominators.,C9,Generic fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S02,Find common denominator,Find the least common denominator and convert unlike fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S03,Subtract whole numbers,Subtract the integer/whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S04,Borrow from whole,Regroup or borrow 1 from the whole number part to resolve a negative fraction subtraction.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S05,Simplify fraction,Reduce the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting numerators when denominators are identical.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S02,Finding Common Denominators,Finding the least common denominator and converting fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S03,Whole Number Manipulation,Subtracting the whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S04,Borrowing,Borrowing 1 from the whole number part when the fractional subtraction yields a negative value.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S05,Simplification,Reducing the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S01,Subtract numerators,Subtract the numerators of fractions with identical denominators.,C9,Generic fraction subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S02,Find common denominator,Find the least common denominator and convert unlike fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S03,Subtract whole numbers,Subtract the integer/whole number components of mixed numbers or whole numbers.,C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S04,Borrow from whole,Regroup or borrow 1 from the whole number part to resolve a negative fraction subtraction.,C5,Borrowing/regrouping,draft_ai,
b2_cot_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S05,Simplify fraction,Reduce the resulting fraction to its lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S01,Subtract common-denominator fractions,Subtract fractional quantities that have the same denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S02,Find LCD and convert fractions,Find a least common denominator for unlike denominators and rewrite fractions as equivalent fractions with that denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S03,Handle mixed and whole numbers,"Separate whole-number and fractional parts, rewrite whole numbers with a zero fractional part when needed, borrow whole units as fractional units when necessary, and recombine the result.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S04,Simplify final result,Express the computed result in conventional lowest-term form by reducing fractions or removing a zero fractional part.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S01,Subtract like-denominator fractions,Subtract fractional parts that already have a common denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S02,Find and use a common denominator,Find a common denominator for unlike fractions and convert each fraction to an equivalent fraction with that denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S03,Handle whole-number parts,"Separate, subtract, and recombine whole-number parts in mixed-number or whole-number subtraction, including treating missing whole or fractional parts as zero.",C3,Whole-number minuend/operand handling,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S04,Borrow from a whole number,Regroup one or more whole units as denominator-over-denominator fractions when the fractional subtraction would otherwise be negative.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S05,Simplify the result,Express the final answer in simplest form by reducing fractional parts or eliminating a zero fractional part when the result is an integer.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S01,Subtract same-denominator fractions,"Subtract fractions with a common denominator by subtracting numerators and keeping the denominator, including recognizing a zero numerator as 0.",C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S02,Find and use a common denominator,Find an LCD or convenient common denominator and convert unlike-denominator fractions to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S03,Subtract mixed or whole numbers without regrouping,"Handle mixed-number or whole-number subtraction when no fractional regrouping is needed by aligning whole and fraction parts, subtracting whole parts, and recombining the result.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S04,Regroup in mixed or whole-number subtraction,"When the fractional subtraction would be negative, borrow one or more wholes as denominator units, adjust the whole part, and recombine the result.",C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S05,Simplify fractional result,Reduce a nonzero fractional result to lowest terms by dividing numerator and denominator by a common factor.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S01,Subtract common-denominator fractions,"Subtract fractional parts that already have a common denominator by subtracting numerators, keeping the denominator, and interpreting zero results when they occur.",C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S02,Find LCD and convert fractions,Find a least common denominator for unlike denominators and rewrite fractions as equivalent fractions with that denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S03,Separate and combine mixed-number parts,"Separate mixed numbers, whole numbers, or fractions into whole and fractional parts, treat missing parts as zero, subtract whole parts, and recombine the result.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S04,Borrow across whole and fraction parts,Regroup one or more whole units into fractional units when the fractional subtraction would otherwise be negative.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S05,Simplify fractional result,Reduce a nonzero fractional result to lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S01,Subtract common-denominator fractions,Subtract fractional quantities once they have a common denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S02,Find LCD and convert fractions,Find a least common denominator for unlike denominators and rewrite fractions as equivalent fractions with that denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S03,Handle whole and mixed-number parts,"Represent whole numbers and mixed numbers as whole-plus-fraction parts, subtract whole parts, and combine the resulting whole and fractional parts.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S04,Borrow from whole part,Regroup one or more whole units into denominator-sized fractional units when the minuend fraction is smaller than the subtrahend fraction.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S05,Simplify and format result,Reduce fractional results to lowest terms and write zero whole or zero fractional parts in conventional final-answer form.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S01,Find and use a common denominator,Find an appropriate common denominator for unlike fraction denominators and convert fraction parts to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S02,Subtract like-denominator fractions,Subtract fraction parts with a common denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S03,Handle mixed and whole-number parts,"Separate mixed or whole numbers into whole-number and fractional parts, subtract whole-number parts, and recombine the result.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S04,Borrow from the whole number,Regroup one or more whole units into fractional units when the fractional subtraction would otherwise be negative.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S05,Simplify or normalize the result,Reduce fractional results to lowest terms or normalize zero fractional results into integer form.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S01,Common-denominator fraction subtraction,"Subtract fractional parts that have a common denominator, keeping the denominator and handling zero numerators when they occur.",C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S02,Unlike-denominator conversion,Find a common denominator for unlike fractional parts and rewrite them as equivalent fractions before subtraction.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S03,Mixed/whole decomposition,"Represent whole numbers, fractions, and mixed numbers by whole and fractional parts, subtract whole parts, and recombine the result in an appropriate form.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S04,Borrow across whole-fraction boundary,"When the fractional subtraction is negative, borrow one or more whole units as denominator-over-denominator fractions and adjust the whole part.",C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S05,Simplify final fraction,"Reduce non-lowest-term fractional results, including zero fractional parts, to a lowest-term or integer final form.",C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S01,Subtract common-denominator fractions,"Subtract fractions already expressed with a common denominator by subtracting numerators, retaining the denominator, and recognizing zero-numerator results.",C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S02,Use common denominators,Find a common denominator for unlike fractional parts and rewrite the fractions as equivalent fractions before subtraction.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S03,Subtract mixed or whole parts without regrouping,"Handle mixed-number or whole-number operands when no borrowing is needed by aligning whole and fractional parts, subtracting whole parts, and recombining the result.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S04,Borrow in mixed or whole subtraction,Handle mixed-number or whole-number subtraction when the fractional difference is negative by borrowing one or more wholes and adding denominator-equivalent units to the fractional part.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S05,Simplify fractional results,Reduce a nonzero fractional part in the final answer to lowest terms.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S01,Subtract same-denominator fractions,"Subtract fractional quantities once they have a common denominator by subtracting numerators, keeping the denominator, and interpreting a zero numerator as 0.",C1,Like-denominator fraction subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S02,Find common denominator and convert,Find an appropriate common denominator for unlike fractions and rewrite fractional parts as equivalent fractions with that denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S03,Manage mixed and whole-number parts,"Separate, align, subtract, and recombine whole-number and fractional parts in expressions involving mixed numbers or whole numbers, including treating missing parts as zero.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S04,Borrow across whole and fraction parts,Regroup one or more whole units into fractional units when the fractional subtraction would otherwise be negative.,C5,Borrowing/regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S05,Simplify fractional result,Reduce a nonzero fractional result to lowest terms after subtraction.,C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S01,Find common denominator,Find a common denominator for unlike fractional parts and rewrite the fractions as equivalent fractions with that denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S02,Compute simplified fractional difference,"After fractions share a denominator, subtract numerators over that denominator and express the fractional result in lowest terms, as zero, or as an omitted zero part when appropriate.",C8,Fraction simplification/reduction,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S03,Handle mixed and whole parts,"Decompose mixed numbers or whole numbers into whole and fractional parts, subtract whole parts separately, and combine the resulting parts, including carrying a fractional part unchanged when no fractional subtraction is present.",C4,Mixed-number subtraction without regrouping,draft_ai,
b2_cot_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S04,Borrow from whole part,Regroup by borrowing one or more whole units into denominator-sized fractional units when the tentative fractional subtraction is negative.,C5,Borrowing/regrouping,draft_ai,
